,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
4317,974022309,( OFFTIME ) light – Track how much you use your phone & Digital Detox and unplug to focus,22,2.0,2.1.0,Health & Fitness,Paid,27.2M,2.99$,Everyone
4318,974092051,Blackwell 4: Deception,31,5.0,1.0,Games,Paid,616.5M,3.99$,Everyone 12+
4319,974135847,Bejeweled Stars,7486,4.0,2.8.2,Games,Free,153.6M,0.0$,Everyone
4320,974529966,Jelly Squares Free,173,4.5,1.3.5,Games,Free,49.6M,0.0$,Everyone
4321,974530923,Laundry Day - Care Symbol Reader,34,4.5,1.0,Productivity,Paid,14.2M,0.99$,Everyone
4323,974599171,Mimpi Dreams,1554,4.5,2.02,Games,Paid,163.7M,0.99$,Teen
4324,974625290,New Star Cricket,109,4.5,1.05,Games,Free,84.2M,0.0$,Everyone 12+
4325,974682335,Demon Hunter: Chronicles from Beyond (Full),17,4.5,1.5,Games,Paid,562.7M,4.99$,Everyone 12+
4326,974748812,GIPHY. The GIF Search Engine for All the GIFs,2069,4.5,2.6.1,Photo & Video,Free,46.0M,0.0$,Adults only
4327,974769286,Exify - Tools for Photos,34,4.0,1.1,Photo & Video,Paid,7.9M,1.99$,Everyone
4328,975139176,Head Basketball,18037,4.5,1.4.3,Games,Free,127.4M,0.0$,Everyone
4329,975364678,SongPop 2 - Guess The Song,9517,4.5,2.7,Games,Free,112.5M,0.0$,Everyone 12+
4330,975414811,pixivコミック - みんなのマンガアプリ,12,3.5,3.6.2,Book,Free,88.3M,0.0$,Adults only
4333,975459971,殺意の国のアリス -狂気に目覚めた童話の主人公たち-,0,0.0,1.0.0,Games,Free,51.4M,0.0$,Teen
4335,975683986,Door Kickers,515,5.0,1.0.5,Games,Paid,970.1M,4.99$,Everyone 12+
4336,975832655,豪快ショット連発！ストレス発散テニスゲーム「エアK」,0,0.0,1.0.9,Sports,Free,33.8M,0.0$,Adults only
4337,975955904,三国杀传奇-神将觉醒,19,1.5,708,Games,Free,213.5M,0.0$,Teen
4338,975985952,Return to Grisly Manor,116,5.0,1.0.3,Games,Paid,168.3M,0.99$,Everyone
4340,976063428,《女性口コミNo.1》水晶玉子の幸福領域占い,1,3.0,1.1,Entertainment,Free,12.4M,0.0$,Teen
4341,976063866,Weaphones Antiques: Firearms Simulator,116,4.5,1.0.0,Games,Paid,37.5M,1.99$,Everyone 12+
4342,976071352,スロットマニア・フィーバー～本場ラスベガススロット,11,4.5,3.9.0,Games,Free,125.4M,0.0$,Everyone 12+
4343,976116090,Sky Force Reloaded,7429,4.5,1.80,Games,Free,572.6M,0.0$,Teen
4345,976150380,Draw a Stickman: EPIC 2,1410,4.5,1.2.1,Games,Paid,253.0M,1.99$,Teen
4346,976173170,Basketball Stars™,28216,4.0,1.8.0,Games,Free,135.1M,0.0$,Everyone
4348,976257847,Confusions de lettres,0,0.0,1.0.4,Education,Paid,4.8M,2.99$,Everyone
4349,976350178,Monkey Swingers,60,4.0,1.2,Games,Free,58.5M,0.0$,Everyone
4350,976429128,CloudPets Gold,329,2.5,3.6,Entertainment,Paid,280.3M,4.99$,Everyone
4351,976510666,Giffage – The GIF Keyboard for GIFs,315,3.5,4.0.2,Utilities,Free,61.1M,0.0$,Adults only
4353,976690555,Patterning : Drum Machine,306,5.0,1.2.3,Music,Paid,128.1M,9.99$,Everyone
4355,977028266,∞ Infinity Loop,1773,4.5,4.6,Games,Free,50.8M,0.0$,Everyone
4356,977041956,最長１週間の献立が簡単に作れるme:new（ミーニュー）,0,0.0,"1,2.4",Food & Drink,Free,38.1M,0.0$,Everyone
4357,977056011,Dragon Heroes: Shooter RPG,265,4.5,1.1.8,Games,Free,641.7M,0.0$,Everyone
4359,977091580,edjing Pro DJ Music Mixer: turntable to remix MP3,153,4.0,1.3.4,Music,Paid,108.3M,8.99$,Everyone
4360,977159568,Superdrug,0,0.0,1.1.7,Health & Fitness,Free,25.6M,0.0$,Everyone
4361,977183254,Little Broken Robots,539,4.5,1.05,Games,Free,59.8M,0.0$,Everyone
4362,977242839,Green Riding Hood,392,4.0,1.2.1,Book,Free,301.9M,0.0$,Everyone
4363,977256145,Terra Monsters 3,76,3.5,20.8,Games,Free,377.2M,0.0$,Teen
4364,977262615,My Boost,83,2.5,6.1.1,Utilities,Free,31.2M,0.0$,Everyone
4365,977354430,Battlestar Galactica: Squadrons™,1938,4.0,1.3.9,Games,Free,334.9M,0.0$,Everyone 12+
4368,977549081,真モグモグ風林火山2,0,0.0,1.0.1,Games,Paid,2731.9M,12.99$,Everyone 12+
4372,977646169,Goat Simulator MMO Simulator,2277,4.5,1.5.2,Games,Paid,506.0M,4.99$,Teen
4374,977865620,A Noble Circle,1886,5.0,7.3,Games,Paid,75.7M,0.99$,Teen
4375,977909424,Red Ball UP! - Bounce Dash & Dodge Spikes,493,3.5,1.8,Games,Free,17.3M,0.0$,Everyone
4376,977933863,全民夺宝-时尚购潮流商品平台,18,4.5,3.8.7,Entertainment,Free,28.0M,0.0$,Adults only
4377,977949232,DayGram - One line a day Diary (Note/Journal),69,4.5,2.2.2,Lifestyle,Paid,37.0M,0.99$,Everyone
4378,977958854,Harvest Land,1047,4.5,1.4.9,Games,Free,133.1M,0.0$,Teen
4379,977965019,みんなのお弁当 by クックパッド ~お弁当をレシピ付きで記録・共有~,0,0.0,1.4.0,Food & Drink,Free,48.8M,0.0$,Everyone
4380,978148241,Blitz Breaker,39,4.0,1.0.1,Games,Paid,48.6M,2.99$,Everyone
4381,978176131,Sofia the First: The Secret Library,42,3.5,1.3,Entertainment,Paid,582.2M,3.99$,Everyone
4382,978201325,Thumbly Keyboard,53,3.0,1.2.3,Utilities,Paid,57.5M,1.99$,Everyone
4384,978236345,WeicoPro 4,106,3.0,4.9.12,Social Networking,Paid,77.2M,0.99$,Adults only
4386,978238542,Never Gone,87,4.0,1.1.4,Games,Free,691.9M,0.0$,Everyone 12+
4387,978352903,Sorcery! 3,171,4.5,1.1.1,Games,Paid,317.4M,4.99$,Everyone 12+
4388,978524071,Grim Fandango Remastered,235,4.0,1.0.2,Games,Paid,3358.1M,4.99$,Everyone 12+
4389,978563657,Composer's Sketchpad,33,3.5,1.2.1,Music,Paid,167.4M,3.99$,Everyone
4390,978603244,她社区-只有女生的社区！,23,4.0,5.3,Lifestyle,Free,83.4M,0.0$,Adults only
4391,978697315,Scanner For Me - PDF Scan with OCR for Documents,1976,4.5,1.5,Business,Paid,164.7M,4.99$,Everyone
4393,978759625,Sniper Fury: Fun Mobile Shooter Game,8596,4.5,2.2.0,Games,Free,994.3M,0.0$,Adults only
4394,978866413,Cooking Dash™,33808,4.0,1.30.10,Games,Free,147.2M,0.0$,Everyone
4395,978882773,Family Organizer - Calendar Planner,828,4.5,1.2.0,Productivity,Free,69.1M,0.0$,Everyone
4398,978985106,Inke—Broadcast an amazing life,147,4.0,4.0.55,Social Networking,Free,130.9M,0.0$,Adults only
4399,979092836,World Conqueror 3,1094,4.5,1.3.0,Games,Paid,66.2M,0.99$,Teen
4400,979100082,Pop the Lock,28754,4.5,2.0.1,Games,Free,37.5M,0.0$,Everyone
4403,979144378,中国搜索-国家权威搜索,7,4.5,2.6.5,Utilities,Free,53.6M,0.0$,Adults only
4404,979151411,Nonstop Knight,6841,4.5,1.9.6,Games,Free,153.6M,0.0$,Teen
4405,979401801,Browser and File Manager for Documents,27750,5.0,2.0.1,Utilities,Free,40.2M,0.0$,Adults only
4407,979469730,GROW：JOURNEY TO THE LIGHT,0,0.0,1.0.4,Games,Paid,67.1M,0.99$,Everyone
4408,979533450,GENIUS Movie Idioms1000,0,0.0,2.1.0,Education,Paid,111.7M,9.99$,Everyone
4409,979540312,Northern Lights Photo Taker,29,4.0,1.0,Photo & Video,Paid,8.9M,0.99$,Everyone
4410,979598664,Kill Shot Bravo,22444,4.5,2.10,Games,Free,99.4M,0.0$,Adults only
4411,979599928,R.B.I. Baseball 15,1510,3.5,1.08,Games,Paid,2211.3M,4.99$,Everyone
4412,979713827,DragonVale World,6379,4.5,1.11.0,Games,Free,112.5M,0.0$,Everyone
4413,979759584,Words Crush: Hidden Words!,23735,4.5,2.2.2,Games,Free,111.8M,0.0$,Everyone
4414,979967712,Stupid Zombies 3,10159,5.0,2.7,Games,Free,147.0M,0.0$,Everyone 12+
4415,980132410,To-Fu Fury,1331,4.5,1.0,Games,Paid,621.7M,0.99$,Teen
4416,980134624,教えて!goo,0,0.0,2.2.3,Reference,Free,42.2M,0.0$,Everyone 12+
4417,980241548,Buddy Toss,1018,4.0,1.17,Games,Free,123.2M,0.0$,Teen
4419,980274086,Lost Within,510,4.5,1.0,Games,Paid,1141.5M,3.99$,Everyone 12+
4420,980286865,Til Morning's Light,715,4.5,1.0.2,Games,Paid,1365.5M,3.99$,Teen
4421,980307863,Tales From Deep Space,110,4.0,1.0,Games,Paid,855.1M,3.99$,Teen
4422,980368562,Fit Men Cook - Healthy Recipes,1187,5.0,4.2,Food & Drink,Paid,152.1M,3.99$,Everyone
4423,980384565,Wrassling,1934,4.5,2.2,Games,Free,51.1M,0.0$,Everyone
4424,980540474,OPERATION DRACULA,64,4.0,1.0.3,Games,Paid,288.3M,2.99$,Everyone 12+
4426,980594437,"TLMJ, Tout Le Monde Joue",0,0.0,2.1.12,Games,Free,21.1M,0.0$,Everyone
4428,980864870,ファンタジードライブ【快進撃3DRPG】,5,4.5,2.0.1,Games,Free,168.5M,0.0$,Everyone 12+
4429,981031050,霸王卧龙传,1,5.0,1.4,Games,Paid,72.5M,0.99$,Teen
4430,981035758,Neon Chrome,439,5.0,1.0.11,Games,Paid,196.7M,9.99$,Everyone 12+
4431,981093617,WorkMeOut - Jaber Al-Rasheed,118,4.5,3.1,Health & Fitness,Paid,71.5M,2.99$,Adults only
4432,981305941,LEGO® Batman: Beyond Gotham,756,4.0,1.4.6,Games,Paid,1206.4M,4.99$,Teen
4433,981413101,全民暴力摩托-暴力摩托3d免费真实赛车小游戏,0,0.0,2.2.13,Games,Free,233.4M,0.0$,Everyone 12+
4435,981437721,BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,24,1.5,1.0,Photo & Video,Paid,62.1M,0.99$,Everyone
4437,981535263,Worms™ 4,380,3.5,1.07,Games,Paid,256.2M,4.99$,Teen
4438,981633844,Block Craft 3D: Building Simulator Game For Free,78412,4.5,2.3.2,Games,Free,88.8M,0.0$,Everyone
4441,981796690,Dan The Man (Retro Action Platformer),7527,5.0,1.1.4,Games,Free,94.7M,0.0$,Everyone 12+
4443,981819100,Robbery Bob 2: Double Trouble,899,4.5,1.4.0,Games,Free,959.6M,0.0$,Teen
4444,981888264,NextGen Car Game Racing,100,3.5,1.0,Games,Paid,100.3M,0.99$,Everyone
4445,981903698,Battle Copters,2922,4.5,1.6.0,Games,Free,255.2M,0.0$,Everyone 12+
4447,982102809,GreenVPN - Free & fast VPN with unlimited traffic,464,4.5,5.3.1,Business,Free,15.6M,0.0$,Everyone
4448,982175678,This War of Mine,2523,4.5,1.4.0,Games,Paid,407.9M,14.99$,Adults only
4449,982218746,Splish Splash Pong,1902,4.0,1.0.4,Games,Free,64.1M,0.0$,Everyone
4451,982235342,Take Off - The Flight Simulator,244,4.0,1.0.6,Games,Paid,1341.7M,0.99$,Everyone
4452,982255287,Level: A Simple Puzzle Game,60,4.0,1.4.5,Games,Paid,29.1M,0.99$,Everyone
4453,982354972,Lifeline...,21347,4.5,1.10.1,Games,Paid,28.3M,1.99$,Teen
4454,982416928,PP基金-随时提现的投资理财平台,0,0.0,3.7.0,Finance,Free,28.1M,0.0$,Everyone
4456,982437433,诺诺镑客—让财富升值,0,0.0,5.2.3,Finance,Free,26.7M,0.0$,Adults only
4458,982457990,求生无限 - 无限流生存挑战大冒险,1,5.0,2.4.1,Games,Paid,83.7M,0.99$,Everyone 12+
4459,982528455,Hot Trigger,115,4.5,1.0,Games,Paid,231.7M,0.99$,Adults only
4460,982763237,Hyperburner,545,4.5,1.0,Games,Paid,90.6M,2.99$,Teen
4461,982805507,har•mo•ny 3,823,4.5,2.3.1,Games,Paid,164.6M,2.99$,Everyone
4462,982819497,Sword Of Xolan,381,4.5,1.0.4,Games,Paid,110.7M,0.99$,Everyone 12+
4464,982887800,NAVIRO(ナビロー) - カーナビ/バイクナビ/徒歩ナビが使える高性能ナビアプリ,0,0.0,2.2.9,Navigation,Free,53.2M,0.0$,Everyone
4465,982923857,GodFinger 2,602,3.5,1.3.4,Games,Free,112.1M,0.0$,Teen
4466,982936366,Uptown & Co. - Vintage Filters & insignias.,115,4.0,2.0.2,Photo & Video,Paid,48.2M,1.99$,Everyone
4467,983099308,Cell Surgeon - A Unique 3D Match 4 Strategy Game!,14,4.5,1.1,Games,Paid,240.4M,0.99$,Everyone 12+
4468,983143183,Neo Monsters,3093,4.5,1.4.8,Games,Paid,218.9M,0.99$,Teen
4469,983149271,Muhammad Ali: Puzzle King,277,5.0,1.1.7,Games,Free,146.5M,0.0$,Everyone
4470,983151079,借贷宝-直投熟人更高明,10,3.5,2.8.7,Finance,Free,70.8M,0.0$,Everyone
4471,983202217,乐视体育—英超欧冠F1高清直播,24,3.5,V3.7.0,Sports,Free,115.7M,0.0$,Adults only
4472,983488323,Iron Commander,71,3.5,1.13.0,Games,Free,152.9M,0.0$,Everyone 12+
4473,983489496,5E Spell Book,144,3.0,1.9,Games,Free,6.2M,0.0$,Everyone
4475,983613658,M Cam - Manual controls & custom exposure camera,11,3.5,1.1,Photo & Video,Paid,14.4M,1.99$,Everyone
4476,983826477,Productive habits & daily goals tracker,4736,5.0,1.3.4,Productivity,Free,8.8M,0.0$,Everyone
4477,983868842,The Enchanted Cave 2,92,4.5,2.27,Games,Paid,36.2M,2.99$,Everyone 12+
4482,983963758,Immortal Legends - TD,26,3.0,2.0.0,Games,Free,261.1M,0.0$,Teen
4483,984394908,Order & Chaos 2: 3D MMO RPG Online Game,6325,4.0,2.0.0,Games,Free,670.5M,0.0$,Everyone 12+
4484,984451115,Sky Charms,505,4.5,1.8.0,Games,Free,174.8M,0.0$,Everyone
4485,984594553,AdivínaT - Adivina las palabras,15,4.5,1.2.4,Games,Paid,129.6M,0.99$,Everyone
4486,984731733,Stress Release Grenade,0,0.0,1.9.2,Games,Free,186.4M,0.0$,Everyone 12+
4490,984957369,日课——给每一位好读诗的人！,7,4.5,2.2,Education,Paid,56.4M,0.99$,Everyone
4491,985035649,Hollywood Game Night,27,4.0,1.1,Games,Paid,165.5M,0.99$,Everyone 12+
4492,985077390,Roll Turtle,25,5.0,1.1,Games,Paid,88.5M,0.99$,Everyone
4493,985082895,Forsaken World Mobile MMORPG,952,4.0,1.3.0,Games,Free,610.9M,0.0$,Everyone 12+
4496,985238090,Dot - A Period & Fertility Tracker,142,4.0,1.3.6,Health & Fitness,Free,40.5M,0.0$,Everyone 12+
4499,985565530,鏡の中のプリンセス Love Palace,7,4.5,2.2,Games,Free,21.0M,0.0$,Everyone 12+
4500,985611127,大江戸ぶらり,0,0.0,1.3.2,Navigation,Paid,43.7M,4.99$,Everyone
4501,985631644,Hockey Stars,1619,4.5,1.4.2,Games,Free,72.9M,0.0$,Everyone
4502,985653378,Cookie Clickers 2,2912,5.0,1.12.0,Games,Free,60.1M,0.0$,Everyone
4503,985746746,Discord - Chat for Gamers,9152,4.5,1.8.7,Social Networking,Free,25.6M,0.0$,Everyone
4505,985923564,One More Dash,1142,4.5,1.1,Games,Free,104.0M,0.0$,Everyone
4506,985927350,Tamagotchi Classic - The Original Tamagotchi Game,165,3.0,1.1.3,Games,Paid,45.7M,0.99$,Everyone
4507,985945557,Dr. Panda Space,75,4.5,1.82,Education,Paid,239.3M,2.99$,Everyone
4508,985950986,Gun Master 3: Zombie Slayer,604,4.5,1.0.6,Games,Free,210.7M,0.0$,Adults only
4509,986073281,Face Swap App- Funny Face Changer Photo Effects,11977,4.5,2.4,Photo & Video,Free,15.5M,0.0$,Everyone
4511,986110430,Hot Shot Slots Games – Vegas Casino Slot Machines,20064,4.5,1.24,Games,Free,170.7M,0.0$,Everyone 12+
4513,986339882,letgo: Buy & Sell Second Hand Stuff,38424,4.5,1.18.1,Shopping,Free,104.8M,0.0$,Everyone 12+
4514,986420993,WarnWetter,0,0.0,1.6.2,Weather,Free,49.0M,0.0$,Everyone
4515,986540048,Ab & Core Sworkit - Free Workout Trainer,2901,5.0,1.3.1,Health & Fitness,Free,57.1M,0.0$,Everyone
4518,986722176,弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版,6,4.5,2.8.2,Games,Free,139.4M,0.0$,Everyone 12+
4519,986749236,网娱大师-网吧娱乐大师,0,0.0,4.2.00,Lifestyle,Free,69.2M,0.0$,Adults only
4521,986905979,AmpMe - A Portable Social Party Music Speaker,1047,4.0,5.6.0,Music,Free,66.6M,0.0$,Everyone 12+
4522,987112935,VR SNIPER,30,2.5,2.0,Games,Free,85.3M,0.0$,Everyone 12+
4523,987237335,Yiannimize Racing,2,3.0,2.0,Games,Paid,44.1M,0.99$,Everyone
4525,987360477,COOKING MAMA Let's Cook！,3594,4.0,1.24.0,Games,Free,169.9M,0.0$,Everyone
4529,987732117,DANDY DUNGEON Legend of Brave Yamada,1204,5.0,2.4.1,Games,Free,235.9M,0.0$,Teen
4530,987733557,Wolf Craft,206,4.5,1.0,Games,Paid,149.7M,0.99$,Teen
4532,987868589,培训题库,0,0.0,3.10,Education,Paid,48.9M,1.99$,Everyone
4533,987873536,Mondly: Learn 33 Languages: Spanish English French,1395,4.5,5.6,Education,Free,74.1M,0.0$,Everyone
4536,987962261,Google Cardboard,546,4.0,1.2,Entertainment,Free,121.7M,0.0$,Everyone
4537,988173374,Polarr Photo Editor - Photo Editing Tools for All,2246,4.5,3.7.1,Photo & Video,Free,55.2M,0.0$,Everyone
4538,988235692,Refreshing ! Brain training fit,0,0.0,2.4,Games,Free,59.4M,0.0$,Everyone
4540,988296409,全民德州扑克-天天尽享拉斯维加斯之夜,0,0.0,2.6.6,Games,Free,62.1M,0.0$,Everyone 12+
4541,988301769,脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-,0,0.0,1.2.2,Games,Free,28.6M,0.0$,Everyone
4542,988318940,Toca Life: City,3571,4.5,1.3,Education,Paid,316.7M,2.99$,Everyone
4543,988341207,小牛在线-理财投资神器,0,0.0,3.5.0,Finance,Free,31.5M,0.0$,Adults only
4544,988375097,Hugo Flower Flush,41,4.0,1.14.0,Games,Free,231.3M,0.0$,Everyone
4545,988383602,Death Run : Mini Game With Worldwide Multiplayer,721,4.0,1.5,Games,Paid,116.3M,0.99$,Teen
4546,988396858,花椒直播-高清美颜直播互动平台,19,3.0,3.9.12,Social Networking,Free,166.5M,0.0$,Adults only
4547,988455996,Smooth Operator!,8,4.0,1.9,Games,Paid,571.0M,0.99$,Teen
4548,988476572,Arrow,14673,4.5,1.1.1,Games,Free,122.5M,0.0$,Everyone
4549,988518358,Twin Shooter - Invaders,572,4.5,1.5,Games,Free,140.6M,0.0$,Everyone
4550,988627776,モン娘は～れむ【モンはれ】,5,4.0,4.2.0,Games,Free,134.3M,0.0$,Adults only
4555,988716364,屠龙杀,0,0.0,1.9.0,Games,Free,230.2M,0.0$,Everyone 12+
4556,988737164,TownWiFi - WiFi Everywhere,0,0.0,3.4.0,Utilities,Free,107.7M,0.0$,Everyone
4557,988752315,Nono Islands,3180,4.5,1.7.2,Games,Free,128.8M,0.0$,Teen
4558,988953433,Six Flags,353,3.5,2.5.4,Travel,Free,84.5M,0.0$,Everyone
4561,989078384,サッカーカーニバル,0,0.0,2.2,Games,Free,97.3M,0.0$,Everyone
4562,989080135,Sling Kong,4638,4.5,2.7.1,Games,Free,180.6M,0.0$,Teen
4563,989087237,龙珠直播-高清游戏娱乐直播平台,0,0.0,3.9.3,Entertainment,Free,67.5M,0.0$,Adults only
4564,989105524,Forevolution,0,0.0,1.2,Games,Paid,73.7M,3.99$,Everyone
4565,989148225,Sky Gamblers Air Supremacy,1010,4.0,1.8.2,Games,Paid,1578.1M,2.99$,Everyone 12+
4566,989178902,Timepage – Calendar by Moleskine,1085,4.0,2.5.1,Productivity,Paid,83.2M,4.99$,Everyone
4567,989254177,Good Morning Alarm Clock - Sleep Cycle Tracker,1014,4.5,1.5,Health & Fitness,Paid,56.7M,3.99$,Everyone
4568,989330818,iMaschine 2,454,4.0,2.2.0,Music,Paid,485.1M,9.99$,Everyone
4569,989442029,"System Status : memory, CPU, network, battery data",0,0.0,3.0.2,Productivity,Paid,2.4M,1.99$,Everyone
4570,989447181,iPlum Business Phone Number for Calling & Texting,392,4.5,4.1.7,Business,Free,37.9M,0.0$,Everyone
4575,989733380,AirTycoon 4,114,4.0,1.4.2,Games,Paid,235.9M,2.99$,Everyone
4576,989804926,Firefox web browser,2619,3.5,7.5,Utilities,Free,86.9M,0.0$,Adults only
4577,989844820,Insidious VR,121,3.5,1.0,Entertainment,Free,248.6M,0.0$,Everyone 12+
4579,990157917,Duck Life: Retro Pack,77,4.5,1.2,Games,Paid,316.8M,1.99$,Everyone
4582,990345796,Builder Buddies: 3D City Building Simulator,7197,4.0,1.2.0,Games,Free,10.4M,0.0$,Teen
4584,990652974,The Paranormal Society™: Hidden Adventure,3000,4.0,1.3.205,Games,Free,628.6M,0.0$,Teen
4585,990668324,Formulas - Photo Lab Effects and Custom Frames,99,4.5,2.3,Photo & Video,Paid,262.0M,1.99$,Everyone
4586,990692830,ZAGA,444,4.5,1.2,Games,Free,293.4M,0.0$,Everyone
4588,990928352,Relook,198,4.5,1.5.3,Photo & Video,Paid,53.8M,3.99$,Everyone
4589,991018252,Horizon Chase - World Tour,3375,4.5,1.4.3,Games,Free,560.1M,0.0$,Everyone
4590,991032122,Candid - Speak Your Mind Freely,398,3.5,1.7.3,Social Networking,Free,44.9M,0.0$,Adults only
4591,991153141,Fallout Shelter,199396,4.5,1.12,Games,Free,1118.6M,0.0$,Everyone 12+
4592,991165672,Election Center 2016,37,2.0,2.2,News,Free,42.5M,0.0$,Everyone
4594,991346515,Moments - private albums with friends and family,11955,4.5,23.5,Photo & Video,Free,194.9M,0.0$,Everyone
4595,991357716,Lifeline 2,1364,4.5,1.4,Games,Paid,77.9M,1.99$,Teen
4596,991526007,Down To Lunch,2535,4.0,1.72,Social Networking,Free,33.8M,0.0$,Everyone 12+
4597,991558368,INKHUNTER try tattoo designs in augmented reality,809,4.5,2.6.7,Entertainment,Free,65.0M,0.0$,Everyone
4598,991563953,Blyss,288,4.0,2.9,Games,Paid,155.6M,0.99$,Everyone
4600,991626372,Snapshot Cam - Draw on Pictures & Add Text to Photos,14,5.0,1.4,Photo & Video,Paid,104.1M,2.99$,Everyone
4602,991693702,Snoopy Emoji,23,1.5,1.2,Utilities,Paid,28.0M,1.99$,Everyone
4603,991709209,Boyfriend Plus - Brett Jeff and Kai,126,4.0,2.0,Games,Free,32.6M,0.0$,Adults only
4605,991764216,PAUSE - Relaxation at your fingertip,180,3.5,1.4,Health & Fitness,Paid,73.6M,1.99$,Everyone
4607,991897864,Easy Music - Give kids an ear for music,43,4.5,1.6,Education,Paid,235.9M,3.99$,Everyone
4608,992004655,SOMA Messenger,3232,4.5,1.7.4,Social Networking,Free,88.5M,0.0$,Everyone
4609,992047786,Analog Wedding,8,4.0,1.0.7,Photo & Video,Paid,17.9M,0.99$,Everyone
4610,992051355,Farming Simulator 16,2637,4.5,1.1.4,Games,Paid,177.0M,4.99$,Everyone
4611,992140314,Total War Battles: KINGDOM,3092,4.0,1.3,Games,Free,601.4M,0.0$,Everyone 12+
4612,992140496,Football Chairman Pro,37,4.5,1.2.2,Games,Paid,28.0M,3.99$,Everyone
4613,992309647,Fit The Fat 2,8557,4.5,1.4,Games,Free,161.9M,0.0$,Everyone
4616,992412812,Face Paint Party - Kids Coloring Fun,38,4.0,1.2,Games,Free,85.8M,0.0$,Everyone
4617,992421775,Patternator Pattern Maker Backgrounds & Wallpapers,2092,5.0,2.1,Photo & Video,Free,45.7M,0.0$,Everyone
4618,992425516,Atlantic Fleet,271,4.5,1.11,Games,Paid,210.1M,9.99$,Everyone 12+
4619,992448528,Spinny Circle,20812,4.5,1.9,Games,Free,15.9M,0.0$,Everyone
4621,992640880,Rick and Morty: Pocket Mortys,12124,4.5,1.10,Games,Free,911.3M,0.0$,Adults only
4622,992730639,Down The Mountain,3491,4.5,1.2.14,Games,Free,241.2M,0.0$,Teen
4623,992762497,记账·圈子账本(专业版)—可共享的全能记帐本软件,12,4.5,3.1.1,Finance,Paid,74.3M,0.99$,Everyone
4624,992762663,百度钱包-金融信贷和理财投资优选,5,2.5,2.9.8,Lifestyle,Free,41.7M,0.0$,Adults only
4626,992796509,Fast Motorcycle Driver,2224,4.5,2.0,Games,Free,143.2M,0.0$,Everyone
4628,992872278,Abby Lee Dance Secrets,808,4.0,1.4.3,Entertainment,Paid,48.7M,4.99$,Everyone
4629,992875656,EWallpaper,42,1.0,1.0,Entertainment,Paid,10.2M,3.99$,Everyone
4630,992879171,Puppy Love - My Dream Pet,1689,4.5,1.3.0,Games,Free,256.9M,0.0$,Everyone
4631,993071546,小咖秀-全民视频才艺直播社区,66,5.0,1.7.4,Entertainment,Free,96.5M,0.0$,Everyone 12+
4633,993093969,懸賞パズルパクロス２,0,0.0,1.10,Games,Free,178.5M,0.0$,Adults only
4636,993160329,Airmail - Your Mail With You,1575,3.5,1.6.4,Productivity,Paid,162.3M,4.99$,Everyone
4637,993187907,Hop Rush,9,1.0,1.5,Games,Free,11.2M,0.0$,Everyone
4638,993290127,League of War: Mercenaries,2523,4.5,7.4.57,Games,Free,156.7M,0.0$,Everyone 12+
4639,993435362,V for Wikipedia,134,4.5,1.2.8,Reference,Paid,30.1M,4.99$,Adults only
4640,993479067,"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan",0,0.0,1.0,Health & Fitness,Free,32.8M,0.0$,Everyone
4642,993492744,"Egg, Inc.",79074,5.0,1.5,Games,Free,51.1M,0.0$,Everyone
4644,993570169,Swaggy Ninja,1210,4.5,1.5.2,Games,Free,30.1M,0.0$,Everyone
4645,993605516,CatHotel - Care for cute cats,1425,4.5,2.1,Games,Free,219.6M,0.0$,Everyone
4646,994046673,伙星 - 随手拍出明星一样的MV,0,0.0,3.5.2,Photo & Video,Free,113.3M,0.0$,Everyone 12+
4647,994052436,ディグラム恋愛診断,0,0.0,1.0,Lifestyle,Free,11.8M,0.0$,Everyone
4649,994119740,Rawr Messenger - Dab your chat,180,4.0,1.5.4,Social Networking,Free,124.2M,0.0$,Everyone 12+
4650,994556645,"Curious World: Games, Videos, Books for Children",604,3.5,1.18,Education,Free,177.9M,0.0$,Everyone
4651,994624624,Champs Sports,330,3.5,2.6.5,Lifestyle,Free,60.6M,0.0$,Everyone
4652,994673739,Sago Mini Babies,70,4.0,1.2,Education,Paid,100.8M,2.99$,Everyone
4653,994674676,Sago Mini Superhero,30,3.5,1.1,Education,Paid,171.2M,2.99$,Everyone
4654,994822255,Infinite Tanks,262,4.0,1.0.3,Games,Paid,1831.3M,4.99$,Teen
4656,994855806,Word Trek  - WordTrek Brain game & Word puzzles,3774,4.5,1.172,Games,Free,45.7M,0.0$,Everyone
4658,994905763,Triller - Music Video & Film Maker,25683,5.0,4.2.2,Photo & Video,Free,83.2M,0.0$,Everyone 12+
4659,994933845,Free Fur All – We Bare Bears Minigame Collection,1449,4.5,1.0.5,Games,Free,345.7M,0.0$,Everyone
4660,995014054,Pinchworm,2288,5.0,1.0.5,Games,Free,96.0M,0.0$,Everyone
4661,995022521,Signily Keyboard - Sign Language Emoji and GIFs!,71,4.5,3.0,Utilities,Paid,85.7M,0.99$,Adults only
4662,995112030,U by BB&T,790,2.0,1.6.5,Finance,Free,70.9M,0.0$,Everyone
